#,Building,Images,Height,Floors,Building type,Year,Status
460,Victor Lawson YMCA,5,262 ft,24,high-rise building,1931,
461,The Hermitage on Huron,6,262 ft,26,high-rise building,1985,
462,Prairie District Tower,70,261 ft,23,high-rise building,2003,
463,Dearborn Plaza,6,261 ft,17,high-rise building,2000,
464,The Lofts at Museum Park II,138,261 ft,21,high-rise building,2006,
465,Cummings House,3,261 ft,28,high-rise building,1963,
466,Dickinson House,4,261 ft,28,high-rise building,1963,
467,Alcott House,2,261 ft,28,high-rise building,1963,
468,Bryant House,8,261 ft,28,high-rise building,1963,
469,Eliot House,5,261 ft,28,high-rise building,1965,
470,Quaker Plaza,22,261 ft,17,high-rise building,2002,
471,Esplanade Apartments I,5,260 ft,29,high-rise building,1956,
472,Esplanade Apartments II,5,260 ft,29,high-rise building,1956,
473,DoubleTree Hotel Chicago Magnificent Mile,2,260 ft,27,high-rise building,1976,
474,O&#039;Hare Air Traffic Control Tower,1,260 ft,-,airport tower,1995,
475,Hemingway House,5,260 ft,29,high-rise building,1968,
476,Lake View Towers North,2,260 ft,26,high-rise building,1970,
477,Lake View Towers South,2,260 ft,26,high-rise building,1970,
478,St. Alphonsus Church,,260 ft,-,church,1897,
479,Museum Park Place,182,259 ft,23,high-rise building,2007,
480,FCB Center,,258 ft,20,high-rise building,1986,
481,Congress Center,9,258 ft,17,high-rise building,2001,
482,5100 North Marine Drive,2,257 ft,27,high-rise building,1969,
483,3900 North Lake Shore Drive,3,257 ft,25,high-rise building,1960,
484,Mallers Building,6,256 ft,21,high-rise building,1910,
485,55 West Wacker,3,256 ft,16,high-rise building,1968,
486,AMLI 900,57,256 ft,23,high-rise building,2008,
487,North Air Traffic Control Tower,9,255 ft,-,airport tower,2008,
488,Peninsula Hotel,8,254 ft,17,high-rise building,2001,
489,Transmission Tower,,254 ft,-,mast (framework),-,
490,Hilton Garden Inn,4,254 ft,25,high-rise building,2016,
491,Commonwealth Promenade I,2,253 ft,27,high-rise building,1956,
492,Commonwealth Promenade II,2,253 ft,27,high-rise building,1956,
493,"Rush Hospital, East Tower",53,252 ft,14,high-rise building,2012,
494,The Eddystone,1,252 ft,22,high-rise building,1929,
495,DePaul on Michigan,1,252 ft,26,high-rise building,1983,
496,Union Tower,4,252 ft,18,high-rise building,1999,
497,Narragansett Apartments,10,251 ft,22,high-rise building,1929,
498,Burnham Park Plaza,5,251 ft,20,high-rise building,1915,
499,Kennelly Square,4,251 ft,25,high-rise building,1973,
500,Transmission Tower,,251 ft,-,mast (framework),-,
501,St. Michael Church,1,250 ft,-,church,1909,
502,Jones Chicago,,250 ft,25,high-rise building,2015,
503,Hampton Inn/Homewood Suites Chicago,,250 ft,23,high-rise building,2016,
504,The Edge Lofts and Tower,90,249 ft,21,high-rise building,2004,
505,Lurie Medical Research Building,129,248 ft,13,high-rise building,2005,
506,3550 North Lake Shore Drive II,2,248 ft,27,high-rise building,1962,
507,3550 North Lake Shore Drive I,4,248 ft,27,high-rise building,1962,
508,Barry West Apartments,4,248 ft,26,high-rise building,1964,
509,Shoreline Towers,2,247 ft,24,high-rise building,1961,
510,209 East Lake Shore Drive,2,247 ft,18,high-rise building,1925,
511,One East 15th Place,7,246 ft,23,high-rise building,2001,
512,21 East Chestnut,5,246 ft,23,high-rise building,1963,
513,St. Paul Church,,245 ft,-,church,1899,
514,555 West Cornelia,3,244 ft,20,high-rise building,1961,
515,Hartford Plaza North,4,244 ft,20,high-rise building,1961,
516,550 West Washington,5,244 ft,17,high-rise building,2000,
517,SoNo East,,243 ft,22,high-rise building,2012,
518,Sixty West Erie,85,242 ft,22,high-rise building,2003,
519,Oglesby Towers,6,242 ft,25,high-rise building,1963,
520,5000 South Cornell,8,240 ft,21,high-rise building,1930,
521,Lake Shore Center,3,240 ft,19,high-rise building,1924,
522,Lakeside Tower,143,239 ft,19,high-rise building,2006,
523,Auditorium Building,26,238 ft,17,high-rise building,1890,
524,The Grand Orleans,104,238 ft,21,high-rise building,2005,
525,IIT Research Institute Tower,4,237 ft,20,high-rise building,1964,
526,Wacker Tower,15,237 ft,17,high-rise building,1928,
527,Museum Park Tower 2,74,236 ft,21,high-rise building,2003,
528,3180 North Lake Shore Drive,1,236 ft,23,high-rise building,1952,
529,Trio,108,235 ft,22,high-rise building,2010,
530,Whitehall Hotel,4,235 ft,21,high-rise building,1928,
531,Maple Tower,125,234 ft,20,high-rise building,2006,
532,Caroline Hedger Apartments,1,234 ft,26,high-rise building,1969,
533,Belmont Tower Apartments,1,233 ft,24,high-rise building,1969,
534,Randolph Place Lofts,4,232 ft,18,high-rise building,1922,
535,Butler Building,4,231 ft,16,high-rise building,1924,
536,Art Institute Dormitory,4,231 ft,17,high-rise building,2000,
537,El Lago,2,230 ft,24,high-rise building,1959,
538,1150 North Lake Shore Drive,3,230 ft,24,high-rise building,1959,
539,St. Martin Church,,228 ft,-,church,1895,
540,Holy Family Church,,226 ft,-,church,1874,
541,Center for Care and Discovery,,225 ft,10,high-rise building,2013,
542,3950 North Lake Shore Drive A/B,3,224 ft,23,high-rise building,1957,
543,3950 North Lake Shore Drive C,2,224 ft,23,high-rise building,1957,
544,3950 North Lake Shore Drive D/E,3,224 ft,23,high-rise building,1957,
545,565 Quincy,20,224 ft,18,high-rise building,2009,
546,Elm Tower,12,224 ft,16,high-rise building,2002,
547,The Farallon,13,221 ft,22,high-rise building,2001,
548,Hotel Sax,5,220 ft,13,high-rise building,1963,
549,Sheridan-Hollywood Tower,1,220 ft,21,high-rise building,1961,
550,70 East Lake,3,220 ft,16,high-rise building,1928,
551,Dwight Building,33,219 ft,16,high-rise building,2008,
552,South Air Traffic Control Tower,,219 ft,-,airport tower,2015,
553,Two River Place,88,218 ft,17,high-rise building,2004,
554,Promontory Apartments,10,218 ft,21,high-rise building,1949,
555,City Hall & County Building,8,218 ft,12,high-rise building,1911,
556,3240 North Lake Shore Drive,4,217 ft,20,high-rise building,1929,
557,1100 North Dearborn,2,216 ft,20,high-rise building,1930,
558,University Center of Chicago,95,215 ft,19,high-rise building,2004,
559,U.S. Post Office,5,215 ft,14,high-rise building,1932,
560,Goddard Building,2,215 ft,13,high-rise building,1913,
561,Fisher Apartments,2,213 ft,21,high-rise building,1964,
562,5601 North Sheridan,3,212 ft,21,high-rise building,1963,
563,Edgewater Beach Apartments,7,212 ft,20,high-rise building,1928,
564,5757 North Sheridan,2,212 ft,20,high-rise building,1961,
565,Gallery 400,2,212 ft,18,high-rise building,2000,
566,1120 North Lake Shore Drive,2,212 ft,18,high-rise building,1925,
567,Hyatt Place West Loop Chicago,,211 ft,18,high-rise building,2015,
568,Schiller Tower,1,210 ft,21,high-rise building,1963,
569,2440 North Lakeview,6,210 ft,18,high-rise building,1927,
570,Holy Name Cathedral,5,210 ft,-,church,1875,
571,Vision on State,104,210 ft,19,high-rise building,2007,
572,Twin Towers West,11,209 ft,22,high-rise building,1952,
573,Twin Towers East,22,209 ft,22,high-rise building,1952,
574,10 West Elm,5,208 ft,20,high-rise building,1929,
575,Viceroy Chicago,,208 ft,18,high-rise building,2017,
576,Sullivan Center,7,207 ft,12,high-rise building,1903,
577,The Darien,1,207 ft,23,high-rise building,1955,
578,Park Place,44,207 ft,18,high-rise building,2002,
579,LaSalle Atrium Building,12,207 ft,17,high-rise building,1912,
580,Library Tower,70,207 ft,16,high-rise building,2008,
581,340 West Superior,10,205 ft,17,high-rise building,2002,
582,Marquette Building,3,205 ft,17,high-rise building,1895,
583,Harris Bank Operations Center,1,205 ft,15,high-rise building,1973,
584,Maurice L. Rothschild Building,1,205 ft,12,high-rise building,1928,
585,Lewis Towers,7,204 ft,17,high-rise building,1927,
586,Printers Corner,72,204 ft,17,high-rise building,2007,
587,Insurance Center Building,4,204 ft,16,high-rise building,1927,
588,South Pointe Tower,2,203 ft,23,high-rise building,1966,
589,UIC Clinical Sciences Building,7,202 ft,14,high-rise building,1953,
590,Reliance Building,26,202 ft,15,high-rise building,1895,
591,Cornelia Apartments,1,201 ft,17,high-rise building,1926,
592,Rockefeller Memorial Chapel,12,201 ft,-,church,1928,
593,1001 West Chicago South Tower,,201 ft,15,high-rise building,2018,
594,Hilliard Homes 1,2,200 ft,22,high-rise building,1966,
595,Hilliard Homes 2,3,200 ft,22,high-rise building,1966,
596,Sheridan Towers,1,200 ft,21,high-rise building,1952,
597,Vue20 Condominiums,62,200 ft,19,high-rise building,2003,
598,2120 North Lincoln Park West,5,199 ft,23,high-rise building,2001,
599,Lake Meadows 3,1,199 ft,21,high-rise building,-,
600,Lake Meadows 2,,199 ft,21,high-rise building,1958,
601,Lake Meadows 4,1,199 ft,21,high-rise building,-,
602,O&#039;Hare Ground Control Tower,,199 ft,-,airport tower,1971,
603,The Belvedere,60,199 ft,16,high-rise building,2004,
604,Lake Meadows 1,1,198 ft,21,high-rise building,1958,
605,Sheridan Point,1,198 ft,21,high-rise building,1969,
606,2970 North Lake Shore Drive,2,198 ft,19,high-rise building,1954,
607,Searle Building,3,198 ft,16,high-rise building,1963,
608,Pilsen Industrial Center,6,198 ft,14,high-rise building,1926,
609,The Neapolitan,2,198 ft,18,high-rise building,2001,
610,Monadnock Building,16,197 ft,17,high-rise building,1893,
611,250 South Wacker,1,197 ft,15,high-rise building,1957,
612,2909 North Sheridan,2,196 ft,19,high-rise building,1952,
613,Tokyo Hotel,1,196 ft,15,high-rise building,1927,
614,Navy Pier Ferris Wheel,,196 ft,-,ferris wheel,2016,
615,400 West Huron,,196 ft,15,high-rise building,2017,
616,Parc Chestnut,156,196 ft,15,high-rise building,2006,
617,Home Federal Building,3,194 ft,15,high-rise building,1962,
618,Vista Homes,13,194 ft,17,high-rise building,1926,
619,Bell Savings Building,2,192 ft,13,high-rise building,1906,
620,R+D659,33,191 ft,17,high-rise building,2009,
621,CTA Center,82,191 ft,12,high-rise building,2004,
622,Cook County Hospital Administration Building,2,191 ft,18,high-rise building,1931,
623,Lakeshore Tower,2,190 ft,21,high-rise building,1962,
624,3260-3270 North Lake Shore Drive,1,190 ft,18,high-rise building,1928,
625,Parkview Senior Apartments,1,189 ft,20,high-rise building,1962,
626,3410-3440 North Lake Shore Drive,4,189 ft,19,high-rise building,1955,
627,Cass Hotel,2,189 ft,16,high-rise building,1925,
628,One East 14th Place,6,188 ft,17,high-rise building,2000,
629,The Lofts at Museum Park I,71,188 ft,15,high-rise building,2004,
630,14 West Elm,1,187 ft,19,high-rise building,1928,
631,399 West Fullerton,1,187 ft,17,high-rise building,1927,
632,501 North Clark,,187 ft,18,high-rise building,2013,
633,Prairie Shores 3,1,186 ft,21,high-rise building,1960,
634,Prairie Shores 1,1,186 ft,21,high-rise building,1960,
635,Prairie Shores 4,1,186 ft,21,high-rise building,1960,
636,Prairie Shores 5,1,186 ft,21,high-rise building,1960,
637,Prairie Shores 2,1,186 ft,21,high-rise building,1960,
638,The Venetian,94,186 ft,15,high-rise building,2004,
639,Mercy Hospital,1,186 ft,13,high-rise building,1967,
640,The Robey Hotel,6,186 ft,13,high-rise building,1928,
641,The Superior at LaSalle,120,186 ft,14,high-rise building,2006,
642,Medical Center Apartments,5,184 ft,18,high-rise building,1964,
643,The Whitney,2,184 ft,15,high-rise building,1997,
644,Park View East,118,183 ft,18,high-rise building,2007,
645,Huron Pointe,9,183 ft,15,high-rise building,2001,
646,The Renaissance,2,183 ft,18,high-rise building,1928,
647,Sheridan Apartments,2,183 ft,18,high-rise building,1927,
648,The Mondial River West,61,183 ft,14,high-rise building,2009,
649,Godfrey Hotel Chicago,54,183 ft,16,high-rise building,2014,
650,Chicago Water Tower,10,183 ft,-,water tower,1869,
651,Harold Washington Library,7,182 ft,10,high-rise building,1991,
652,30 West Erie,108,182 ft,14,high-rise building,2007,
653,The Rookery,22,181 ft,12,high-rise building,1888,
654,740 Fulton,222,180 ft,14,high-rise building,2007,
655,1344 North Dearborn,2,180 ft,19,high-rise building,1964,
656,Hanover House,2,180 ft,18,high-rise building,1964,
657,415 West Aldine,2,180 ft,16,high-rise building,1927,
658,Saieh Hall of Economics,14,180 ft,5,building with towers,1928,
659,451 Huron,92,179 ft,16,high-rise building,2007,
660,Residence Inn Chicago Downtown/Magnificent Mile,2,178 ft,18,high-rise building,1951,
661,1555 South Wabash,46,178 ft,14,high-rise building,2009,
662,The Wellington,1,176 ft,18,high-rise building,1960,
663,Belden Stratford Apartments,8,176 ft,16,high-rise building,1922,
664,Haberdasher Square Lofts 1,13,175 ft,13,high-rise building,1926,
665,Gateway West Loop,,175 ft,17,high-rise building,2016,
666,Pontiac Building,5,174 ft,14,high-rise building,1891,
667,309 West Washington,1,174 ft,13,high-rise building,1922,
668,Spertus Institute of Jewish Studies,13,174 ft,10,high-rise building,2007,
669,Yacht Harbor Apartments,1,173 ft,15,high-rise building,1926,
670,The Barry,1,173 ft,15,high-rise building,1925,
671,Lakeside on the Park,214,172 ft,14,high-rise building,2005,
672,FBI Regional Office,3,172 ft,10,high-rise building,2006,
673,Beach Point Tower,2,172 ft,19,high-rise building,1954,
674,Standard Club,2,172 ft,13,high-rise building,1926,
675,City Hyde Park,,172 ft,14,high-rise building,2016,
676,Prairie House,56,171 ft,14,high-rise building,2003,
677,Renaissance Chicago O&#039;Hare Suites Hotel,5,171 ft,15,high-rise building,2003,
678,Logan Center for Creative & Performing Arts,,170 ft,11,high-rise building,2012,
679,St. James Apartments,9,170 ft,15,high-rise building,1928,
680,Terminals Building,5,170 ft,14,high-rise building,1892,
681,The Cloisters,51,170 ft,13,high-rise building,1928,
682,Mount Sinai Hospital,3,170 ft,13,high-rise building,1925,
683,1001 West Chicago North Tower,,170 ft,12,high-rise building,2018,
684,St. Joseph&#039;s Hospital,10,169 ft,13,high-rise building,1962,
685,Lafayette Plaza Cooperative,2,168 ft,17,high-rise building,1964,
686,Jeff Jack Apartments,,167 ft,15,high-rise building,2015,
687,Platinum Tower,13,167 ft,15,high-rise building,2002,
688,Fairfield Inn & Suites Chicago Downtown,6,166 ft,15,high-rise building,2001,
689,Navy Pier Terminal Building,5,165 ft,3,building with towers,1916,
690,The Contemporaine,209,164 ft,15,high-rise building,2004,
691,111 West Illinois,,163 ft,10,high-rise building,2008,
692,Midway Gardens Apartments,4,162 ft,17,high-rise building,1953,
693,Hattie Callner Apartments,2,160 ft,17,high-rise building,1965,
694,Townhouse Apartments,2,160 ft,15,high-rise building,1952,
695,233 East Walton,3,160 ft,14,high-rise building,1922,
696,8765 West Higgins Road,,159 ft,11,high-rise building,1986,
697,8755 West Higgins Road,,159 ft,11,high-rise building,1986,
698,Sheridan Shores,1,158 ft,17,high-rise building,1961,
699,Lakefront Place,2,158 ft,16,high-rise building,1963,
700,1540 North State Parkway,2,157 ft,16,high-rise building,1959,
701,3520-3534 North Lake Shore Drive,2,157 ft,13,high-rise building,1924,
702,Chicago Club,3,157 ft,8,high-rise building,-,
703,1819 South Michigan,85,156 ft,12,high-rise building,2005,
704,1260 North Dearborn,1,156 ft,13,high-rise building,1929,
705,Hampton House,6,155 ft,12,high-rise building,1918,
706,EMME Chicago,,154 ft,14,high-rise building,2017,
707,1350 North Astor,1,154 ft,15,high-rise building,1950,
708,1366 North Dearborn,1,153 ft,14,high-rise building,1928,
709,GEMS World Academy I,,153 ft,9,high-rise building,2014,
710,Transmission Tower,,152 ft,-,mast (pole),-,
711,Transmission Tower,,152 ft,-,mast (framework),-,
712,Superior West,73,152 ft,12,high-rise building,2004,
713,5401 South Hyde Park Boulevard,5,151 ft,15,high-rise building,1962,
714,1620 South Michigan,126,151 ft,12,high-rise building,2006,
715,Soldier Field,22,151 ft,-,stadium,1924,
716,212 East,70,150 ft,13,high-rise building,2003,
717,Belmont Harbor Apartments,2,150 ft,13,high-rise building,1927,
718,Transmission Tower,,150 ft,-,mast (pole),-,
719,Transmission Tower,,150 ft,-,mast (framework),-,
720,Transmission Tower,,150 ft,-,mast (framework),-,
721,Montgomery Place,5,148 ft,14,high-rise building,1990,
722,Judge Green Apartments,1,148 ft,13,high-rise building,1966,
723,630 North Franklin,68,148 ft,12,high-rise building,2005,
724,Essex Inn,6,147 ft,14,high-rise building,1961,
725,Transmission Tower,,147 ft,-,mast (pole),-,
726,Hilliard Senior Homes I,1,146 ft,16,high-rise building,1966,
727,Hilliard Senior Homes II,1,146 ft,16,high-rise building,1966,
728,Major Robert Lawrence Apartments,5,146 ft,14,high-rise building,1967,
729,Star Tower,21,146 ft,13,high-rise building,1930,
730,Presence Center for Advanced Care,,145 ft,9,high-rise building,2015,
731,Stukel Towers C,102,145 ft,12,high-rise building,2007,
732,Algonquin Apartments 3,1,144 ft,14,high-rise building,1951,
733,Algonquin Apartments 1,1,144 ft,14,high-rise building,1951,
734,Algonquin Apartments 2,3,144 ft,14,high-rise building,1951,
735,Algonquin Apartments 6,3,144 ft,14,high-rise building,1951,
736,Days Inn Lincoln Park,2,144 ft,13,high-rise building,1929,
737,Drake Hotel,16,144 ft,13,high-rise building,1919,
738,International House,8,144 ft,12,high-rise building,1932,
739,Algonquin Apartments 5,3,144 ft,14,high-rise building,1951,
740,Algonquin Apartments 4,2,144 ft,14,high-rise building,1951,
741,ParVenu,37,142 ft,12,high-rise building,2004,
742,"Emerald, South Tower",49,142 ft,12,high-rise building,2008,
743,"Emerald, North Tower",42,142 ft,12,high-rise building,2008,
744,1225 Old Town,,141 ft,15,high-rise building,2012,
745,350 West Oakdale,1,141 ft,14,high-rise building,1951,
746,The Kenwood of Lakeview,1,141 ft,14,high-rise building,1951,
747,Drexel Tower I,1,140 ft,14,high-rise building,1970,
748,United Center,1,140 ft,-,stadium,1994,
749,Elizabeth Davis Apartments,2,138 ft,14,high-rise building,1964,
750,Lux24,46,138 ft,12,high-rise building,2008,
751,Hollywood House,1,138 ft,12,high-rise building,1963,
752,City View Tower,47,138 ft,13,high-rise building,2003,
753,Ravenswood Hospital Residences,6,137 ft,12,high-rise building,1973,
754,Minnie Riperton Apartments,1,137 ft,14,high-rise building,1969,
755,Vivian Gordon Harsh Apartments,2,136 ft,14,high-rise building,1962,
756,227 East Walton,2,136 ft,13,high-rise building,1956,
757,Vue53,,135 ft,13,high-rise building,2016,
758,Hyde Park Bank Building,2,135 ft,11,high-rise building,1928,
759,Wrigley Field,22,135 ft,-,stadium,1914,
760,219 East Lake Shore Drive,1,134 ft,12,high-rise building,1922,
761,Veterans West Side Hospital,1,134 ft,12,high-rise building,1952,
762,Northwestern Memorial Parking Garage,,134 ft,13,open-air structure,2012,
763,The Chippewa,3,132 ft,14,high-rise building,1951,
764,Alfreda Barnett Duster Apartments,1,131 ft,14,high-rise building,1964,
765,William Jones Apartments,1,130 ft,13,high-rise building,1963,
766,Lake Meadows 5,1,130 ft,13,high-rise building,-,
767,Midway Airport Control Tower,,129 ft,-,airport tower,1997,
768,Transmission Tower,,129 ft,-,mast (pole),-,
769,Lakeside Tower,2,128 ft,12,high-rise building,1929,
770,Poinsettia Apartments,21,128 ft,12,high-rise building,1929,
771,Transmission Tower,,125 ft,-,mast (pole),-,
772,Chicago Marriott O&#039;Hare,,125 ft,12,high-rise building,1967,
773,Our Lady of Victory Church,,124 ft,-,church,1954,
774,Transmission Tower,,124 ft,-,mast (pole),-,
775,Transmission Tower,,122 ft,-,mast (pole),-,
776,Transmission Tower,,121 ft,-,mast (pole),-,
777,156 West Superior,1,120 ft,10,high-rise building,2006,
778,6118 North Sheridan,1,120 ft,12,high-rise building,1955,
779,Transmission Tower,,120 ft,-,mast (pole),-,
780,Transmission Tower,,120 ft,-,mast (pole),-,
781,Transmission Tower,,120 ft,-,mast (pole),-,
782,Transmission Tower,,120 ft,-,mast (pole),-,
783,Transmission Tower,,120 ft,-,mast (pole),-,
784,2036 South Michigan Avenue,,116 ft,7,high-rise building,-,
785,Circa 922,,115 ft,11,high-rise building,2015,
786,Transmission Tower,,113 ft,-,mast (pole),-,
787,Shore Manor,1,112 ft,12,high-rise building,1950,
842,The Sinclair,,406 ft,35,high-rise building,2017,
843,South Shore Beach Apartments,2,394 ft,34,high-rise building,1965,
844,1111 North Dearborn,4,371 ft,32,high-rise building,1981,
845,Bel Harbour,3,348 ft,30,high-rise building,1967,
846,Horizon House,2,348 ft,30,high-rise building,1965,
847,Hilton Suites Chicago/Magnificent Mile,2,336 ft,29,high-rise building,1990,
848,1418 North Lake Shore Drive,5,336 ft,29,high-rise building,1983,
849,3150 North Sheridan,1,336 ft,29,high-rise building,1976,
850,Fewkes Tower,4,336 ft,29,high-rise building,1967,
851,Granville Tower,8,336 ft,29,high-rise building,1965,
852,The Conservatory,3,336 ft,29,high-rise building,1981,
853,Lowell House,2,336 ft,29,high-rise building,1969,
854,Tiara,2,336 ft,29,high-rise building,1966,
855,One Triple Three,,325 ft,28,high-rise building,2017,
856,Kenmore Plaza,2,325 ft,28,high-rise building,1974,
857,Cambridge Manor,1,325 ft,28,high-rise building,1972,
858,Paul G. Stewart Apartments 2,,325 ft,28,high-rise building,1973,
859,Quadrangle House,2,325 ft,28,high-rise building,1968,
860,State Tower,2,325 ft,28,high-rise building,1981,
861,2 East Eighth,10,313 ft,27,high-rise building,1984,
862,Ritchie Court Condominiums,1,313 ft,27,high-rise building,1974,
863,1415 North Dearborn,2,313 ft,27,high-rise building,1973,
864,200 West Jackson,3,313 ft,27,high-rise building,1970,
865,Carmen Marine Cooperative,2,313 ft,27,high-rise building,1968,
866,Pearson on the Park,2,313 ft,27,high-rise building,1965,
867,Renaissance Hotel,8,313 ft,27,high-rise building,1991,
868,1212 North LaSalle,4,313 ft,27,high-rise building,1987,
869,50 East Bellevue,2,313 ft,27,high-rise building,1979,
870,Park Astor,3,313 ft,27,high-rise building,1968,
871,1242 North Lake Shore Drive,2,313 ft,27,high-rise building,1930,
872,4343 Clarendon,3,313 ft,27,high-rise building,1974,
873,State Parkway Condominium,1,313 ft,27,high-rise building,1958,
874,1410 North State Parkway,1,313 ft,27,high-rise building,1981,
875,8 East Huron Street,,,26,high-rise building,2017,
876,2101 South Michigan,2,301 ft,26,high-rise building,1971,
877,Streeterville Center,3,301 ft,26,high-rise building,1969,
878,336 West Wellington,3,301 ft,26,high-rise building,1963,
879,3130 North Lake Shore Drive,5,301 ft,26,high-rise building,1952,
880,Lake Village East,8,301 ft,26,high-rise building,1974,
881,The Parkside,4,301 ft,26,high-rise building,1976,
882,247 East Chestnut,3,301 ft,26,high-rise building,1963,
883,The Hudson,,290 ft,25,high-rise building,2017,
884,west77,3,290 ft,25,high-rise building,1988,
885,The Metropolitan,3,290 ft,25,high-rise building,1987,
886,Harper Square South,1,290 ft,25,high-rise building,1970,
887,Harper Square North,4,290 ft,25,high-rise building,1970,
888,Oxford Mall,2,290 ft,25,high-rise building,1964,
889,Lawless Gardens 1,1,290 ft,25,high-rise building,1969,
890,The Constellation,6,290 ft,25,high-rise building,1958,
891,The Waterford,2,290 ft,25,high-rise building,1973,
892,Stratford Mall,1,290 ft,25,high-rise building,1972,
893,2700 North Hampden,2,290 ft,25,high-rise building,1965,
894,Lawyers Building,,290 ft,25,high-rise building,1929,
895,Thorndale Beach South,2,290 ft,25,high-rise building,1966,
896,Delaware Place on the Park,6,290 ft,25,high-rise building,1985,
897,Chicago Hilton Garden Inn River North,1,278 ft,24,high-rise building,1999,
898,Apparel Center,17,278 ft,24,high-rise building,1977,
899,Lawless Gardens 3,1,278 ft,24,high-rise building,1968,
900,Lawless Gardens 2,1,278 ft,24,high-rise building,1968,
901,Eastwood Towers,5,278 ft,24,high-rise building,1969,
902,St. Edmund&#039;s Village,1,278 ft,24,high-rise building,1971,
903,Millinery Mart Building,5,278 ft,24,high-rise building,1928,
904,Belle Plaine Apartments,,278 ft,24,high-rise building,1972,
905,1 East Scott,1,278 ft,24,high-rise building,1970,
906,Old Republic Building,7,278 ft,24,high-rise building,1925,
907,Sutton Place Hotel,6,267 ft,23,high-rise building,1987,
908,Luther Terrace,,267 ft,23,high-rise building,1974,
909,The Warwick,1,267 ft,23,high-rise building,1974,
910,Lakeside Square Apartments,5,267 ft,23,high-rise building,1969,
911,201 East Chestnut,5,267 ft,23,high-rise building,1966,
912,Patrick Sullivan Apartments,2,267 ft,23,high-rise building,1965,
913,Ambassador House,1,267 ft,23,high-rise building,1965,
914,Beacon Apartments,1,267 ft,23,high-rise building,1964,
915,The Brownstone,2,267 ft,23,high-rise building,1975,
916,Randolph-Wells Building,4,267 ft,23,high-rise building,1928,
917,1430 North Lake Shore Drive,2,267 ft,23,high-rise building,1928,
918,1250 North Dearborn,1,267 ft,23,high-rise building,1990,
919,1010 North Lake Shore Drive,2,267 ft,23,high-rise building,1954,
920,River North Park,6,267 ft,23,high-rise building,1986,
921,Engineering Building,9,267 ft,23,high-rise building,1928,
922,253 East Delaware,1,267 ft,23,high-rise building,1958,
923,Hyde Park Tower Apartments,7,255 ft,22,high-rise building,1990,
924,Dearborn Park High Rise 2,,255 ft,22,high-rise building,1979,
925,Buena Shores,1,255 ft,22,high-rise building,1967,
926,Gordon Terrace Apartments,2,255 ft,22,high-rise building,1966,
927,Gold Coast City Apartments,2,255 ft,22,high-rise building,1961,
928,1350 North Lake Shore Drive,2,255 ft,22,high-rise building,1951,
929,1360 North Lake Shore Drive,2,255 ft,22,high-rise building,1951,
930,Chase LaSalle Street Building,4,255 ft,22,high-rise building,1928,
931,Windsor Mall,2,255 ft,22,high-rise building,1968,
932,Castleman Apartments,1,255 ft,22,high-rise building,1966,
933,York Terrace,1,255 ft,22,high-rise building,1968,
934,W Hotel City Center,4,255 ft,22,high-rise building,1927,
935,Transportation Building,6,255 ft,22,high-rise building,1911,
936,850 North Dewitt,2,255 ft,22,high-rise building,1955,
937,Metropolitan Block,1,255 ft,22,high-rise building,1926,
938,The Hampden Green,1,255 ft,22,high-rise building,1970,
939,Hotel EMC2,,243 ft,21,high-rise building,2017,
940,Parc Huron,1,243 ft,21,high-rise building,2011,
941,West Point Plaza,1,243 ft,21,high-rise building,1978,
942,Michigan Beach Apartments,1,243 ft,21,high-rise building,1969,
943,40 East Cedar,1,243 ft,21,high-rise building,1968,
944,Inn of Chicago,3,243 ft,21,high-rise building,1929,
945,Island Terrace Apartments,1,243 ft,21,high-rise building,1969,
946,Chatelaine Tower Apartments,1,243 ft,21,high-rise building,1928,
947,221 Walton Place,2,243 ft,21,high-rise building,1982,
948,U-Stor-It,8,243 ft,21,high-rise building,1930,
949,320 West Oakdale,4,243 ft,21,high-rise building,1953,
950,1400 North Lake Shore Drive,5,243 ft,21,high-rise building,1927,
951,Park View Tower,2,243 ft,21,high-rise building,1974,
952,Homewood Suites Hotel Chicago Downtown,2,232 ft,20,high-rise building,1999,
953,Maple Pointe Apartments,4,232 ft,20,high-rise building,1996,
954,Westin River North,2,232 ft,20,high-rise building,1987,
955,Michigan Place,2,232 ft,20,high-rise building,1981,
956,Paul G. Stewart Apartments 1,,232 ft,20,high-rise building,1976,
957,Astor Villa,2,232 ft,20,high-rise building,1974,
958,Hampden Tower,2,232 ft,20,high-rise building,1972,
959,William Culbertson Hall,4,232 ft,20,high-rise building,1969,
960,Ella Flagg Young Apartments,2,232 ft,20,high-rise building,1967,
961,The Parkland,3,232 ft,20,high-rise building,1963,
962,40 East Oak,4,232 ft,20,high-rise building,1929,
963,Barclay Condominiums,7,232 ft,20,high-rise building,1929,
964,Ward Memorial Building,5,232 ft,20,high-rise building,1926,
965,City Center Club,2,232 ft,20,high-rise building,1912,
966,McCormick Building,7,232 ft,20,high-rise building,1912,
967,Paul G. Stewart Apartments 4,,232 ft,20,high-rise building,1979,
968,LaSalle Terrace,1,232 ft,20,high-rise building,1973,
969,"Warren N. Barr, Sr. Tower",3,232 ft,20,high-rise building,1973,
970,3639 North Pine Grove,1,232 ft,20,high-rise building,1968,
971,Michigan Avenue Lofts,17,232 ft,20,high-rise building,1911,
